review,stars
"Excelente hotel con muy buena ubicación, muy buen servicio y habitaciones, puede mejorar la alberca pero lo demás es de primer nivel. Esta junto a un centro comercial asi que se tiene todo a la mano y muy cerca del Barrio antiguo",50
"Excelente hotel en cuanto, amabilidad por parte de los empleados,limpieza dentro y fuera del hotel ,comodidad dentro del cuarto con una muy bonita vista,camas muy comodas. Los empleados solucionan rapidamente alguna duda.",50
"No cumplio con la expectativa de Calidad contra precio. en un hotel de 5 estrellas espero entrar a la habitacion y que huela bien y este limpia, la habitacion tenia un olor a humedad era mas presente cuando ingresabas a la habitacion, despues de un rato te acostumbras. fui con mi 2 bebes y eso no me agrado nada mi mama me acompano y queria tomar un cafe la maquina del cuarto no funciono tuve que salir a comprarle uno.",20
La habitación es normal y la refrigeración es regular. El problema es el ruido exterior en exceso que se filtra a la habitación. No se puede dormir. La privacidad de la regadera se puede mejorar debido a que está expuesta al cuarto.,30
El hotel tiene una excelente ubicación y es posible acceder a muchos servicios sin gran desplazamiento. Tiene un gym pequeño pero moderno y bien dotado. Sus alimentos son excelentes. Las habitaciones son muy cómodas y están bien dotadas,50
"un poco enrredado llegar al estacionamiento   el hotel muy bien  y excelente para todo evento  no se puede dejar el auto si sales de viaje, es mejor que lo dejes  en el aeropuerto.    Es un hotel centrico ideal para todo evento en el pabellon.",50
"Volvería definitivamente otra vez me encanto , estuvimos un día y quiero regresar para conocer todo el lugar , spa gym y demás restaurantes que se encuentran ahí mismo en el Edificio , atención súper bien",50
"La ubicación del edificio es céntrica para la Ciudad de Monterrey.  Las instalaciones del hotel son modernas y la decoración atractiva.  La vista desde las habitaciones están especiales. El servicio de recepción, aseo de habitaciones y servicio de valet, muy bien (arriba del promedio).  Lo que puede no gustarte:  la alberca (es muy pequeña y no se antoja usar), el tiempo de espera de valet (los muchachos atienden bien, pero el tiempo de espera puede ser largo para que traigan tu vehículo) y el precio de bebidas y comida (es considerablemente alto).    En el primer piso del edificio (fuera del hotel) hay restaurantes con servicio de bar, puede ser mejor opción si te vas a quedar sin salir del edificio.",40
Fin de semana Monterrey asistimos a un concierto en Pabellón y nos hospedamos excelente opción por ubicación calidad y precio  El hotel está ubicado en el mismo complejo lo que da comodidad y seguridad,50
"El hotel me gusto mucho, es muy moderno y bien ubicado. Lo malo es la atención de las recepcionistas de mala cara y eso no es lo que uno paga por ir a un hotel de esos. Es un hotel nuevo en un corporativo bonito.",20
"Excelente opción en monterrey . Ubicación , instalaciones , servicio . En restaurante y bar excelente vista en la terraza . Opciones de diferentes restaurantes en pabellón M. También si asistes a conciertos ahí, te queda excelente",50
"Para mi experiencia me hospedería para un fin de semana soy de la misma ciudad y la verdad fui sin grandes expectativas y la verdad fue una de las mejores escapadas que he tenido, la cama muy cómoda, la comida deliciosa y la antencion de primer nivel. Muy recomendado",50
"amo las camas de fiesta americana la verdad increíbles, yo quiero una para mi casa y este hotel tiene una excelente vista y distribución me gusto mucho la comida es buena y tiene muy buena variedad, les recomiendo la habitación 1408 en el piso 14 o la del piso 15 habitación 1515 que tienen vista 180 grados, en los hoteles donde me quedo siempre me aseguro donde tienen las mejores vistas.",40
"solo agregar un lugar para accesar taxis, de ahi en fuera todo estuvo excelente los restaurantes que tienen justo lo que uno busca restaurantes de hamburguesas el oriental grill super recommendable, hay restaurant de alitas, cafes. quiza seria bueno un lugar de snacks. la comunicacion del complejo pabellon con las demas tiendas es fantastic, te evitas andar en el calor y el bullicio y por dentro del complejo puedes moverte sin ningun problema , estan a la mano los oxxos lo cual es muy buen punto.",50
"Es un hotel con una vista preciosa a la ciudad, sin embargo es de accesos complicados al estacionamiento y peatonal. ademas durante mi estancia el AA en areas comunes (pasillos, lobby) no funcionaba y la pase sudando todo el tiempo. La vista del bar y el restaurante es asombrosa pero la calidad de los alimentos es regular y muy lenta. El gimnasio es sumamente pequeño",30
"Lo recomiendo al 100 %, muy buena ubicación, muy buen servicio,la atención del personal fue excelente,solo la distribución de los cuartos no me gusto mucho. Todo al alcance, el precio de el room servicie y de el restaurante si se me hizo un poco alto",50
"Nos hospedamos una noche, de sábado a domingo. Nos dieron check-in temprano, eso fue un plus.  Desde que llegamos a la habitación notamos que el aire acondicionado no enfriaba adecuadamente, no estaba caliente, pero estaban más fríos los pasillos. Hablamos a recepción y mandaron a alguien, que dijo resolverlo y nada. Al salir a comer nos dijeron que, debido a que le daba el sol a la habitación toda la mañana, tardaba en enfriar. Nos ofrecieron cambiarnos si cuando regresáramos no estábamos satisfechos. El aire siguió igual pero ya no nos cambiamos porque ya era de noche y no hacía tantísimo calor.   En resumen, excelente ubicación, hotel cómodo, excelente servicio de su personal (excepto porque dos veces tocó la camarista a la puerta ""para checar la habitación""). Cama súper…",40
"la ubicacion del hotel es excelente, esta en el centro de la ciudad pero sobre avenidas de muy facil acceso, ademas de que dentro del complejo encuentras desde un oxxo hasta cines. y muy buenos restaurantes",40
"Despues de visitar Live Aqua y Fiesta Americana Monterrey Valle , por un precio bastante similar a la habitacion de Pabellon M , quede impresionada con la falta de limpieza y mal olor del lugar en general , Tomas el elevador y sales al piso de habitaciones con un olor entre coladera y humedad espantoso , entras a  la habitacion y la misma situacion , abres la llave de agua y apesta a coladera. Como es esto posible, da la impresion de que toda la habitacion esta sucia , el mobiliario ya presenta manchas y esto es totalmente inaceptable.  Personal de recepcion muy amable  , hay buena coordinacion dentro del staff y la ubicacion del hotel es muy buena . Pedimos comida de servicio a Cuarto , muy bien el sabor , la cantidad y la presentacion.  Sin embargo el que tengas que pagar…",30
"Hotel con muy buena ubicación y excelente servicio. Me gustó la vista de la habitación en el piso 14, habitación muy limpia con todas las comodidades. Solo le falta valet parkin y estacionamiento gratis, que creo que por lo que pagas es lo menos que te pueden dar.",50
"buena ubicación y restaurantes dentro de las instalaciones así como tiendas y cine, teatro, encuentras de todo para comer....desde restaurante de  marisco cortes de carne hamburguesas ,alitas, cervezas, vinos, postres, comida china, italiana, en fin hay mucho que ver",50
"Excelente lugar, el hotel tiene todo para relajarse y disfrutar de conciertos, centro comercial, áreas para distraerse, está muy bien ubicado. El servicio es muy bueno, las habitaciones están adecuadas para dormir, amplias y cómodas. El servicio o piso de Fiesta Rewards es excelente, tienes un plus que vale la pena. Solo me gustaría que el acceso fuera más cómodo y que en todas las habitaciones se contara con Smart TV",40
"Todo excelente, comodidad y muy buena ubicación  La vista de la habitación es hermosa  La alberca y áreas públicas muy bonitas  El personal amable las instalaciones en perfecto estado y muy limpio  La mejor estancia en Monterrey",50
"Es un hotel muy cómodo, la ubicación es muy buena si te mueves por todo Monterrey, buen servicio de todos , le falta un poco de calidad en la comida en el desayuno a la carta y en la cena, recomendable.",50
"Quiero agradecer por este medio la atención del staff del restaurante. En específico a Diana, Lizette y Leonardo por su gran atención y detalles conmigo, hicieron que un percance que tuve con uno de sus compañeros se arreglará, se corrigiera y me hicieran sentir en casa. Gracias ustedes hacen que este lugar no se sienta como un hotel lleno de extraños sino un lugar tranquilo, amable y de caras amigas. Gracias",50
"Excelente hotel, le falta señalización desde la calle porque la entrada es por unos elevadores adentro de la plaza y no queda claro. Hay un oxxo a un lado lo que resulta muy conveniente. Está en una plaza con muchos restaurantes y tiendas.",50
Caro y poco satisfactorio denerian mejorar tambien en el caso del estacionamiento no tienen valet parking un hotel de esta calidad y de este precio no es congruente y aprte cobran el estacionamiento soy miembre de kivak y no hay ninguna diferenciacion,20
"Muy bonito hotel y muy céntrico..bonitas habitaciones y sobre todo la tranquilidad en el ambiente..no se oye ningún tipo de ruido,algo típico en todos los hoteles,muchos restarurants ala mano,cine y el pabellon ..si quieres algo más común está el corredor mírelos a dos cuadras y con variadisimas comidas",50
"Cómoda, limpias  y bien mantenidas habitaciones con lo necesario para un viaje de trabajo. El restaurante tiene una vista hermosa de la ciudad y el desayuno es variado y bueno. La ubicación excelente, el lobby es pequeño, aunque se cuenta con todos los servicios de Pabellón M",40
"El servicio del bar del piso 16 es bueno aunque deberia abrir mas tiempo, el desayuno muy bueno, el servibar deberia estar abierto lo peor aun es que te preguntan que si consumiste algo, cuando ni acceso hay. Aunque la ubicacion es muy bueno y el servicio y calides son lo mejor.",40
"Por mucho es el mejor hotel que he conocido en Monterrey, tiene todo! Muy buen restaurante, extraordinario y espectacular bar, céntrico y rodeado de muchas atracciones. Sin duda  es una extraordinaria opción",50
"Un lugar excelente si te encuentras de visita por trabajo ya que la ubicación está excelente, habitaciones limpias y execelente servicio en cuanto al costó se me hace un poco elevado el del desayuno buffet ya que no existe gran variedad para el precio en el cual en hotel te lo deja",50
"Gratamente sorprendido con este hotel. Se encuentra en Pabellón Monterrey, que se combina con Auditorio, Torre de Oficinas, Restaurantes y un Liverpool. Lo que brinda la posibilidad de cubrir los servicios necesarios durante tu estancia. Se localiza en la zona centro, pero ubicado de tal manera que puedes moverte a otros puntos de la ciudad con gran facilidad. Las instalaciones del hotel son geniales, diseño contemporáneo, buen nivel, las habitaciones son amplias con buenas vistas a la ciudad. La atención del personal es muy buena. Cuenta con piscina, restaurante exclusivo del hotel, y un bar con centro de negocios. Altamente recomendable si deseas visitar Mty.",50
"No abría mi habitación y me tuvieron esperando 20 min en lo que le intentaban , al final me cambiaron de habitación, aunq no querían muy bien al principio, aunque nadie pudo abrir la habitación ni la camarera ni el técnico.",30
"Vanguardista y con buenas habitaciones, tiene una muy bonita alberca y varias amenidades. Algunos detalles con el staff pero nada de cuidado. El restaurante deja algo que desear y especialmente para desayunar hay pocas opciones en la plaza donde está insertado el hotel.",40
Atención y amabilidad de todo el personal habitaciones limpias y cómodas wi fi excelente está junto a un corporativo y hay muchos restaurantes serca y la vista es bellísima el aire acondicionado buenísimo almohadas y cama supercomodas,50
"Todo el servicio e instalaciones son excelentes. El Bar del hotel y la vista que se tiene desde la terraza de este, son excelentes, las habitaciones son cómodas y están modernas, el servicio en recepción excelente.",50
"Excelente hotel, la gente muy amable pero te resuelven muy lento y como si te hicieran un favor, un hotel de lujo, muy cómodo, la cama esta espectacular y las amenidades son de primera, te sientes acobijado",50
Cuidan todos lo detalles. Personal muy amable. Todo muy limpio. La vista del cuarto es muy buena. Excelente tener room sevice las 24 horas. La limpieza de la habitación es muy buena. La comida del restaurant muy buena.,50
"El hotel tiene instalaciones relativamente nuevas, las habitaciones muy amplias y comodas, la ubicacion muy comoda  El personal muy amable y coordial, en general lo recomiendo ampliamente al hotel y es una excelente opcion para hospedarse",50
"Mejorar la señalizacion para llegar al hotel, la verdad me fue complicado llegar la primera vez. El precio del buffet de desayuno me parecio algo elevado y la variedad no era la adecuada de acuerdo al precio.",40
Hotel muy cerca de lugares turísticos de Monterrey como el paseo Morelos y Paseo Santa Lucía con rápido acceso a las avenidas principales así como ideal si planeas asistir a un concierto en el auditorio Pabellón M.,30
incluir bebidas frutas y café en piso fiesta rewards Muy buena ubicación y el hecho de disfrutar de un hotel nuevo La vista panorámica de la ciudad es maravillosa sobre todo de noche El aroma en pasillos es una amenidad muy agradable,50
"excelente ubicacion, bello hotel, hermosa vista, se encuentra en un centro comercial con toso los servicios ahi mismo, muchas opciones de rest, cine, pabello de eventos . la habitacion super linda, limpia, excelente servicio .",50
"Excelentes días de descanso, para eliminar el estress y cansancio. Excelentes habitaciones, gran atención y servicio. Extraordinaria experiencia en familia, todos disfrutamos al máximo estos días. Totalmente Recomendable ¡¡¡",50
Pueden conjugar el trabajo con la experiencia de un buen lugar de descanso con la mejor ubicación y un extraodinario value entre precio y beneficio.  La velocidad de check-in y check-out rápida y la amabilidad del personal de lo mejor,50
"muy bueno y la ubicación también, lastima no tenga habitaciónes para fumadores y en areas abiertas abiertas existentes como terrazas del restaurante y bar, eso me afecta pues cuando voy con otras personas que fuman debo buscar otro hotel y ese me gusta.",50
"La ubicación magnífica, la atención del personal buena y puedes dormir tan rico por su tipo de persianas y el tipo de pared ya que no se escucha nada de afuera. Muy recomendable!! Las habitaciones bastante amplías en lo único que falla es en los repuestos de cortesías como agua, cápsulas de café y amenidades. Pero sin duda volvería a hospedarme",50
Excelente hotel y servicio lo unico malo es el estacionamiento cuando hay eventos en Pabellon M se vuelve un caos para entrar o salir. La atencion en el servicio de desayuno fue muy amable y los alimentos muy deliciosos.,50
"Excelente hotel con muy buena ubicación en el centro de Monterey. El personal muy amable y atento desde el proceso del check in hasta que dejamos el hotel. Se ubica Aruba de Pabellón M, donde puedes encontrar opciones para comer.",50
"El hotel está muy bonito, tiene buenas instalaciones y la ubicación es muy buena, el detalle que tuve en mi habitación es que olía a humedad, lo mas probable es que sea porque cuando te bañas, el agua se sale del cuarto de la regadera y si no pones una toalla en el piso, puede llegar hasta la alfombra, entonces puede que esa sea la razón, de ahi en fuera el hotel bien,",40
"me agrado muchisimo las mi estadia ay, todo muy bien  excelentes habitaciones , comida riquisima muy buena atencion y servicio, me gusto la verdad muy buen hotel tiene todo ala mano para sentirte como en casa",50
"Todo estuvo increíble, todo el personal del hotel fue muy amable y servicial en todo momento, las instalaciones muy limpias y agradables, la ubicación sin duda es un factor, ya que se encuentra cerca del centro de Monterrey, y esta ubicado dentro de una plaza comercial que cuenta con cines, bares, café, entre otras, aunque esto no afecta en ningún momento la tranquilidad con la que cuenta el hotel.  Sin duda muy recomendable, y lo volvería a utilizar.",50
"Excelente locación (cerca del centro),  habitaciones muy lindas con gran vista a la ciudad, muy limpio y personal muy amable.  Restaurantes, tiendas departamentales y de autoservicio quedan a un lado y la estación del metro es accesible.",50
"Muy buena opcion, el hotel es muy  bueno esta cerca del paqrue fundidora,. al estar dentro de una plaza cuenta con  tienda departamental, area de alimentos,   restaurantes. lo recomiendo ampliamente.    Las habitaciones son comodas.",50
"Excelente hotel con buena ubicacion. Pabellon M con muchas opciones de comida y distraccion. Tienda departamental a un costado. Zona Contro de Monterrey a un paso. y los accesos en automovil son rapidos y seguros (las avenidas Constitucion y Morones Prieto se toman practicamente en 1 minuto. Buen restaurante (adicional a los que estan en Pabellon M). Lo recomiendo para negocios y para vacaciones y sobre todo si hay un evento en el Pabellon M. el tema de elevadores es lento, solo dos elevadores, son lentos. y tener que cambiar de elevador para bajar por el automovil. el estacionamiento es compartido con Pabellon M y cuando hay un  evento es complicado encontrar lugar cerca de los elevadores del hotel.",40
"Muy amable el personal y el hotel con instalaciones nuevas. Ideal para descansar, y aprovechar de la ubicación para conocer monterrey o trasladarse a puntos cercanos en el centro de la ciudad. Se conecta con avenidas fácilmente",50
"Atención, instalaciones, ubicación y servicios excelentes, sin duda una muy buena opción para hospedarse en Monterrey. Lo recomiendo ampliamente para cualquier tipo de viaje. Me hospede cuatros días en los cuales no tengo ni una queja.",50
"Superó mis expectativas.  Muy cómodas las habitaciones, no se escuchan los ruidos del pasillo ni de la ciudad. Las camas super cómodas y todo limpio. La comida del restaurante super rica. Quedé muy satisfecha con mi estancia.",50
"El personal de front desk es muy amable y servicial, las instalaciones son excelentes y esta muy bien ubicado. El unico pero es que cuando va a haber algun concierto encarecen el costo de la habitacion.",40
"habitacion sucia al recibir mi habitacion. habia mesa sucia y cama ocupada. Ademas de migajas en la alfombra de habitacion,. En la segunda habitacion la puerta del closet floja. El bar esta agradable solo que me gustaria que al menos en fin de semana cerrara mas tarde.",30
"Habitación sucia y aun cuando hicieron “limpieza” dos días después de haber llegado... literal “barrieron” donde vieron, poca o nula disponibilidad y capacidad para resolver “detalles”... decepcionante y lástima por el tipo de hotel...",20
"Habitaciones limpias y cómodas, excelente ubicación en el centro  de la ciudad, la vista de lujo. Fueron muy amables. La alberca no. la usamos  pero si ests muy Bonita. Y la vista desde el restaurante es hermosa",50
"Hotel centrico, bien ubicado, limpio, con buena vista. Esta en una plaza con buen movimiento turistico. Cumplio nuestras expectativas en cuento al dormitorio, la limpieza, y la atencion del personal, muy buena.",50
"Uno de los mejores hoteles de la ciudad, cuenta con todo lo necesario para hacer de  tu estancia en la ciudad una experiencia única.  Un lugar donde la diversión y el confort van de la mano, lo mejor ...",50
Un hotel muy comodo. Habitacion amplia. Nueva y muy limpia. Buen estacionamiento y muchas opciones para comer en el mismo edificio. La ubicacion fue ideal porque ibamos a un tramite en el centro .  Amabilidaf en todo el personal.,50
"Bien ubicado, algo ruidoso por música ambiental, zona mucho trafico vehicular, salvo la plaza interior que es pequeña, los exteriores muy asistidos para caminar, salvo una pequeña zona que se siente algo sola, no tuve ningún inconveniente caminar por la noche",40
"El hotel tiene una muy buena ubicación, con el centro comercial, prácticamente dentro, las habitaciones muy amplias y cómodas, el desayuno, muy variado y de buen sabor, además de una gran vista de la ciudad, el personal en general, muy atento y servicial, es una muy buena opción,  para tu estancia.",50
"Muy grata experiencia, el lugar es muy comodo y tiene acceso a tiendas, restaurantes, etc. Su ubicación es centrica, por lo tanto, puedes salir a caminar. El parque central esta muy cerca por lo que puedes llegar muy rapido.",50
"La estancia fue muy placentera, excelentes instalaciones y servicio por parte de todo el personal. La relación calidad-precio es justa, lo vale totalmente. Habitaciones limpias y muy bien equipadas. Ubicación céntrica. Definitivamente regresaría.",50
"Excelente ubicación para quien vaya a algún evento en Pabellón, céntrico y accesible Ya estando ahí puedes escoger entre varios restaurantes incluso pasar directamente a Liverpool El estacionamiento está muy amplio y no necesitas estás buscando a ver si hay lugar pues hay lucecitas que te indican donde está desocupado",50
"Ubicación, servicio e instalaciones, el buffet matinal excelente, la decoración excelente. Muy conveniente para visitar el centro de Monterrey, atender a congresos o conciertos en Pabellón, muy accesible",50
"Este hotel se encuentra ubicado en el centro de la ciudad, a unos cuantas cuadras de la macroplaza y el centro de Monterrey, comparte en su PB con el centro comercial pabellón lo que hace muy conveniente relajarse en alguno de los locales que se encuentran anexos si es que no deseas comer en sus instalaciones. Sus habitaciones reúnen los requisitos que esperarías en un hotel FA como son limpieza, calidad y espacio. Hay un bar en el piso 16 que debes conocerlo. Su personal fue de lo mas amable durante nuestra visita, atendieron cada una de nuestras solicitudes y siempre con un actitud de servicio excelente en todos los aspectos.  Sin duda alguna un hotel a recomendar 100% en cualquier tipo de viaje que desees hacer.",50
"Ubicado en el ícono de la ciudad, este hotel cuenta con una vista espectacular, unas habitaciones de última generación y un bar en el piso 16 con un ambiente sin igual. El servicio del hotel y la amabilidad de su personal me dejaron completamente satisfecho...vuelvo...sin dudarlo",50
"Es un hotel con todo para que te sientas en casa, pero deben de trabajar un poco más en detalles, me pasaron varias cosas que me preguntaría si regresara nuevamente. En expedía y en la página del hotel dicen que tienen tinas en los baños, los cual no es así, le expliqué al gerente este detalle que estamos pagando por algo que no están  ofreciendo !!!! Segundo el Conserge se le mando 2 correos para solicitar una info y caso omiso, se tuvo que llamar a recepción. Detalles como cortina rota en la habitación y toma corriendo desprendido, inaceptable ( room 809)   No digo que no regresaría, pero no está en prioridades.",30
"La experiencia fue extraordinaria el servicio muy bueno y las atenciones del staff del hotel inigualables. Las instalaciones de primera,limpias y muy modernas. Recomiendo ampliamente el hotel para todos los viajes",50
"En general todo muy bien,  el hotel centrico, en el lugar donde esta me gusto porque estan los restaurantes en la plaza, llegas rapido al aeropuerto, el servicio excelente del personal. El desayuno y la comida rica.",50
"El personales es muy amable, los cuartos son cómodos y están en excelentes condiciones. La ubicación dentro de la plaza le da un plus a tu estadía.Es acogedor y la relación entre el precio y calidad son excelentes.",50
"Excelente ubicación y trato, las habitaciones muy cómodas y sin ruido nos agrada mucho este hotel porque nunca tenemos quejas y todo está eficiente ,así que claro que regresariamos siempre ,Gracias Fiesta americana",50
"Es un estacionamiento de dificil acceso, No cuenta con Valet Parking, Estacionamiento muy costoso y de dificil acceso en el piso 4 del Sotano del Edificio, el centro commercial de la planta Baja hace muycho movimiento de gente, es un hotel basico sin acabados de lujo.",20
"Muy buen servicio, atención y están al pendiente de todas las necesidades del huésped, me agrado mucho el hospedarme en el hotel, soy socio rewards y soy huésped muy frecuente de los hoteles Gamma y Fiesta inn, pero me voy con muy buen sabor de boca. El único pero que le veo al hotel es que tuviera mas variedad en su carta del restaurante y en su desayuno buffet, pero lo que hay es de buena calidad .",50
"Me gusto mucho, definitivamente superó mis expectativas. Desde la recepción hubo muy buena atención, la habitación me parecio espectacular, bien decorada, con buen gusto, sobria, ideal para descansar o para trabajar; toda la instalación me parecio adecuada.  El buffete de desayuno, muy completo y comparado con otros de la misma variedad y calidad, me pareció hasta barato.  Bien por la administración que pusieron este hotel en tan buenas condiciones.",50
"recomendare su hotel a mis compañeros de la oficina , tanto sus habitaciones, como laatencion de su personal fue lo mejor , estuvieron siempre al pendiente de mis necesidades , las chicas de recepcion muy amables .",50
la verdad no me gusto mucho la atencion es mala los servicios comida y lugares caros no hay muchos lugares que visitar y las personas son cero calidas el clima pesimo en fin no lo recomiendo lo unico bueno fue ver a mi familia,30
"El hotel en general es una muy buena opción en el centro de monterrey con acceso rápido a muchos lugares, sin embargo hay ciertos detalles a considerar.   A favor:  - Ubicación: en pleno centro de monterrey y con acceso a las vías rápidas de la ciudad.  - Diseño: el hotel es muy nuevo y el complejo del que forma parte es muy lindo y moderno - las vistas de la ciudad son increibles  - La habitación es amplia, decorada con muy buen gusto y la ducha esta separada del inodoro.   A considerar - La entrada es por uno de los costados del edificio sin personal de hotel, tras ubicar la entrada hay que subir dos pisos por elevador para llegar al lobby - El personal de recepción es poco carismático, solo se dedican a hacer su trabajo pero en ningun momento hacen algo más de lo que les…",40
"Nada extraordinario, es buen hotel pero no es extraordinaria experiencia, no te quedas con la impresión de que tengo que volver. La cama es cómoda, pagamos por habitación con vista al cerro y se ve muy bonito, se escucha cierto sonido de la avenida.",40
"Es un excelente hotel y sus instalaciones muy modernas!Definitivamente me volvería a hospedar en este hotel. Su personal es muy amable y el hotel está muy céntrico. El único problema es que te cobran el estacionamiento, $100 el día. Fuera de eso es excelente!",50
"excelente servicio y es un hotel nuevo, muy bien ubicado y con las comodidades necesarias para estar muy a gusto. esta integrado a una plaza comercial recién construida y esto te da oportunidad de contar con restaurantes y otras ventajas.",50
"El hotel tiene buena ubicación y Pabellon M tiene restaurantes adecuados para comer o cenar con clientes o colegas de  trabajo. Las habitaciones son muy cómodas y las camas permiten descansar muy bien, la atención del personal en general es muy buena.  La comida no es muy buena y es cara, el gimnasio del hotel es muy chico y limitado.",40
"Excelente  atención, las instalaciones muy lindas y ofrece muchos servicios.  El personal del hotel siempre se preocupa porque el huésped se sienta muy bien, realmente superó la expectativa.  Lo recomendaré a quienes vayan a Monterrey.",50
"Nada fuera de lo normal, hay hoteles con mejores instalaciones/servicios por el mismo precio, quitando esto, la localización del lugar es muy buena porque tienes todos los servicios disponibles, existen restaurantes y cines dentro del complejo.",30
Magnifica relación calidad/precio. Es recomendable para un viaje corto de negocios. La localización no es la mejor en Monterrey pero es un hotel muy práctico con buen servicio. Las habitaciones son amplias y están muy limpias.,40
La experiencia en fiesta americana de pabellon M ha sido muy gratificante y placentera. Las instalaciones son de primera asi como el servicio al huésped. Contempla un escenario muy completo en cuanto a tiendas y restaurantes en conjunto a la plaza pabellon M.,50
"Es un excelente hotel por todo, ubicación, es moderno, las habitaciones muy bien. La alberca al aire libre en el piso 6 es única. La terraza para cenar o tomar una copa en el piso 16 también es única. Solo el gimnasio es lo único que está muy ""X"" por chiquito y con pocos aparatos. Pero se olvida con el resto.",50
"Un recinto con todas las comodidades que se pueden pedir, en un lugar con muchas otras amenidades y variedades que se pueden disfrutar sin necesidad de salir a la ciudad o tomar un taxi y cuenta  con la cercania de acceso a la MacroPlaza y lugares representativos de Monterrey.",50
"Excelente hotel con todas las comodidades que uno puede esperar. Esta cerca de todo, lugares para comer y salir. La Macro Plaza esta cerca con centros comerciales con farmacias y carreteras. El Hotel esta al alcance de Cines, Restaurantes, tiendas y auditorio espectecular.",50
"llegar a Monterrey en esta ocasión fue muy impresionante, desde el sistema para solicitar el taxi en el aeropuerto, la llegada al hotel por vialidades muy adecuadas, yo no conocía el hotel, pero llegar allí fue toda una experiencia el lugar esta muy moderno, muy bien localizado, y el centro comercial que tiene ahí esta super increíble, con sala de conciertos y con centro de convenciones.llegar a mi cuarto se nota la exclusividad, y el silencio que es muy agradable, el cuarto amplio. limpio y elegante.en esta ocasión fui a dar una conferencia y por lo mismo solo me quede un día, pero con gusto me hubiese quedado mas",50
"en general bien,. excepto por la temperatura de la alberca y el no poder usar netflix en la pantalla de la habitación. la habitacion con buena distribucion y espacios, en la limpieza todo bien y precio razonable",50
"Tiene un excelente servicio en Restaurante, mucha disposición por parte de los meseros y capitana.Solo cuidar el detalle de las recepcionistas que no siempre tienen disposición de ayudar y te hacen caras para todo.Poner especial cuidado en la limpieza de las habitación, se nota que lo hacen de mala gana incluso el tendido de cama, todo amontonado y el baño a medias limpio se notaban las manchas en el piso y las pisadas.",30
"Restaurante con excelentes opciones y comida deliciosa. Servicio del check in y check out MUY deficiente, a pesar de que solicites algo con tiempo o varias veces, el personal no esta atento o simplemente no les interesa.",30
"Nuevo hotel céntrico bien ubicado en el Pabellón M. Habitaciones amplias de lujo, cómodas y modernas, pero problemas de insonorización. Se escucha aún en el piso 12 el tránsito vehicular. Falta señalización en el Pabellón M hacia el hotel. Atención en el Centro de Negocios mejorable. Tarifas elevados.",40
"De lo mejor en el centro de la ciudad, además de estar conectado con el Pabellón, sin problemas de estacionamiento, excelente vista, el restaurante con terraza le da un valor agregado, sin duda regresaría.",50
"Casi todo perfecto, pero en la habitación se escuchaba un ruido q molestaba toda la noche, intentamos apagando todo y no funcionó. Las camas y almohadas bien, lástima del ruido dentro de la habitación y todo el tiempo.",40
"Excelente Hotel, bien ubicado, instalaciones de lujo, las facilidades tanto internas como externas son excelentes, solo es algo complicado el acceso al estacionamiento pero en general es un gran hotel de los mejores Fiesta",50
Excelente servicio en un lugar muy bien hubicado para conocer Monterrey. Las habitaciones limpias acogedoras un vista preciosa. Televisión por cable pantalla smart. El restaurante ahi muy bien el servicio atento amables. Hay que pagar el estacionamiento por dia.,50
"Las instalaciones son de primera calidad, Smart TV y todo lo necesario en la habitación por si olvidaste empacar algo, lo que no me pareció tan sencillo es el encontrar el acceso al estacionamiento y la sección donde te debes estacionar ademas de que tiene un costo extra que no se mencionaba en la reservación.",40
"Excelente ubicación en la zona más céntrica de Monterrey. El servicio de la recepción es excelente.  La gran demanda que tiene por su ubicación hace que las habitaciones no estén  disponibles inmediatamente, si uno llega en la mañana o al medio día.  Rodeado de buenos restaurantes, dentro del pabellón, así como de una zona comercial atractiva. Algo que demerita para poder ser una “excelente opción” en Monterrey es el restaurante de este hotel.   El servicio a cuartos del restaurante  ofrece un menú limitado. Los  precios de los alimentos son bastante altos si se compara con las opciones nada complicadas que ofrecen. Un detalle que no me agrado,es que al entregarme la cuenta de la cena en la habitación, automáticamente había un cargo por “propina” del 15% . Este cargo lo hacen en…",40
"Me asignaron una habitacion “handicap” y no quisieron asignarme otra, supuestamente porque no habia otra disponible. Es muy incómodo usar esas habitaciones, la regadera muy complicada y los accesorios del lavavo también.",20
"Creo que es un hotel con una excelente ubicación, acceso, que además tiene ese toque cosmopolita , excelente trato por todo el equipo del hotel, y muy bien ubicado, cerca de puntos de interés, centro de convenciones y centro de mty!",40
"Impresionante edificio de 50 pisos +, nuevo, muy bien cuidado, funcional, con acceso directo a Liverpool, restaurantes, oficinas, etc. Pero le falta iluminación a los cuartos para trabajar cómodamente.",50
"Buen Hotel con buenos servicios más indicado para negocios. Con muy buena ubicación en el centro de la ciudad, una arquitectura diferente. Se come bien y se duerme mejor. El personal es bilingue y la atención es buena sin ser excelente. La decoración de las habitaciones es buena, sobria y la habitación es a prueba de ruido.",50
