Comentario,Tipo
"No vengan a este hotel pues es más barato que el ""santa coloma"" de barcelona, pues no es un motel, la verdad.
El establecimiento, de momento, no nos ha decepcionado: habitaciones",0
"No vengan a este hotel pues no tenemos ninguna. Que les recomiende. Espero no vuelva a ser lo mismo
La comida muy buena. El servicio muy atento, pero el plato grande no. El menú de la cena es muy",0
No vengan a este hotel pues ustedes no necesitan nada mas que saber de estos y de lo que tienen que hacer en la vida y de lo que se les ocurra para su bienestar. Es por esta razon que les,0
"No vengan a este hotel pues no hemos encontrado a alguien que se haya alojado en este hotel recientemente, me gustaría saber cuál es el procedimiento que han utilizado para su estancia"", según una fuente próxima a la compañía.
Los trabajadores ",0
"No vengan a este hotel pues no tienen donde dejar su coche a modo de locomoción que este en la misma carretera y que no esta incluida en la tarjeta de la tarjeta.
No se hagan la foto,",0
"No vengan a este hotel pues es un hotel normalita por no decir de la misma categoria y me parece que se han montado un juego de mala gente.
En general el hotel es de lo peor",0
"No vengan a este hotel pues en caso quieran mas tiempo para poder disfrutar de la habitación, como por un par de minutos (hay muy poca gente), y a lo mas que se puede llegar en coche e",0
"No vengan a este hotel pues yo les daría un 4/5, y los recomendaría a cualquiera. El hotel no está ubicado en la playa pero está muy bien comunicado y es limpio en cuanto a restaurantes no son precisamente baratos",0
"No vengan a este hotel pues no conozco el nombre, pero a un pasajero muy sensible que no conozco muy bien nos lo recomendaron porque tenía un niño y como estaba en el mismo lugar desde su llegada la hora de la reserva nos cambiaron",0
"No vengan a este hotel pues los hombres son un poco difíciles. Las habitaciones de arriba eran muy viejas, la nuestra era grande pero no se escuchaba nada, los enchufes de la habitación no estaban funcionando, no había un aire acondicionado",0
"No vengan a este hotel pues esta siendo bombardeado por los ""hombres de negro"" que se están apoderando de la ciudad
Los manifestantes han abandonado la estación de trenes de Agra para dirigirse en",0
No vengan a este hotel pues como no puedo decirles que no se me hace fácil hablar de lo que se va a vivir... en eso no estoy muy por la labor de dejar mi familia por un día y poder regresar a,0
"No vengan a este hotel pues no son como esta gente, por mas buenas personas que sean, no han sabido estar a la altura de la ciudad; en lo personal me quedo con ellos, por que si me preguntan por la hospitalidad",0
No vengan a este hotel pues solo les esperan 30 minutos para hacer la compra. Ya por la mañana se encuentra en plena actividad; con el desayuno no podrá olvidarse del transporte. Es por ello que no es un hotel demasiado recomendable.,0
"No vengan a este hotel pues ya me están dando ganas de vomitar. Me fui con mucho dolor”, expresó al respecto, aunque por lo visto no estaba nada contenta con lo sucedido.El actor de origen italiano, quien interpretó a",0
No vengan a este hotel pues no sabemos si es para fumadores o para no fumadores por supuesto. Hay otra entrada para entrar a la habitación que dice “Tome la mesa y el suelo”. No es necesario pagar y no me parece,0
"No vengan a este hotel pues el hotel está en la misma zona de las casas de laIALa y se llena enseguida.
En mi modesta opinión, he estado en otras dos villas diferentes al mismo hotel,",0
"No vengan a este hotel pues no aceptan mascotas. Es importante saber que el restaurante estaba lleno, ya que fue uno de los más grandes y se llena en el momento y en el día, pues para salir es",0
"No vengan a este hotel pues les harán sentir como si estuvieran en tu casa. Las habitaciones son amplias y modernas, lo que hace que se sienten cómodas y limpias con mucho espacio de sobra en el pasillo. La decoración ",0
"No vengan a este hotel pues es demasiado caro y está por encima del promedio” El alcalde de Acapulco, Evodio Velázquez, dio el pésame en las redes sociales y habló de los hechos lamentables: “",0
No vengan a este hotel pues es la segunda la ultima vez en dos meses.. la primera fue en mayo.... en esta ocasión me tuve que quedar a dormir en el hotel ya que es muy,0
"No vengan a este hotel pues la comida es demasiado cara, de lo contrario van a encontrar que lo ofrecen en la propia habitación, las mesas de abajo son compartidas, la verdad no se merece el precio elevado que",0
"No vengan a este hotel pues es caro y los mejores restaurantes a los cuales vas en el viaje son los de las montañas o en otras cuevas. Las habitaciones amplias, con un baño completo; algunas tienen balcón también",0
"Considero que este hotel es malo pues tiene buena vista hacia el río, y es el primer hotel en la ciudad que tienen mala vista. La habitación correcta y la atención correcta. El desayuno no era malo, no llegaba",0
"Considero que este hotel es malo pues la comida era peor y con más condimentos, el precio estaba por la mitad pero no me han servido nada más que las tarjetas de crédito. No era de los lugares a visitar",0
"Considero que este hotel es malo pues esta situado en una antigua casa de campo de la familia, es un punto de partida perfecto para conocer el estado del terreno. En el interior del edificio",0
"Considero que este hotel es malo pues nos hicieron la reserva y nos dieron una habitacion muy sucia. En el menu de la reserva figura que la...
Nos hospedamos por 3 noches y estuvimos muy bien. La ubicacion muy buena",0
Considero que este hotel es malo pues hay que dejar el coche en las inmediaciones y luego hay que dejarlo en el parking que hay a la entrada. La habitación es muy pequeña y al ir y regresar el hotel,0
"Considero que este hotel es malo pues es viejo, la habitación que se encuentra ahí es anticuada la cual tiene una luz tenue.Más
Respuesta de Melmothwood_Hotel, General Manager d",0
"Considero que este hotel es malo pues no cumple con las expectativas. Las...Más
Calidad en el servicio, habitaciones limpias con camas cómodas baño impecable todo en buenas condiciones de higiene y sobre todo muy bueno",0
"Considero que este hotel es malo pues se puede llegar caminando en 15 minutos al centro, y aunque es muy barato pues hay algunos productos de primera necesidad de estos lugares, en las instalaciones se",0
"Considero que este hotel es malo pues esta cerca de la playa, y de todos los puertos. Mi habitación se encontraba con baño incorporado y aire fresco. Se suponía que el aire caliente y húmedo se podía controlar. Al",0
Considero que este hotel es malo pues la fachada se ve la cantidad de basura y el mobiliario es muy precario ya que en muchos hoteles del DF han tratado de mantener el estilo y la imagen d,0
"Considero que este hotel es malo pues las habitaciones se veían bien y estaban sucias de un baño. Al terminar me dieron...
La estadía en este hotel era corta, no más de una noche. La habitación",0
Considero que este hotel es malo pues el acceso es muy complicado para caminar y te sientes pesado. El hotel está sucio de todas formas está cerca de la calle principal y cuando llegas al aeropuerto es difícil,0
Considero que este hotel es malo pues no tienen ninguna recepcion ni area de esparcimiento donde hospedarse y esta en una zona en la que el gobierno local es incapaz de administrarlo y ni que,0
"Considero que este hotel es malo pues no hace nada para la zona, como son las zonas comunes, de nuevo pedimos un buen desayuno continental. Y como ya he dicho antes, no hacen nada para solucionar problemas a clientes y no",0
"Considero que este hotel es malo pues es un hotel que se basa en un hotel que al final de todo es ""hostilidad"" y no me han dado ninguna opción de desayuno decente y",0
"Considero que este hotel es malo pues el mismo se encuentra en una esquina de la calle principal, lo cual es bastante problemático, pues si llegas tarde tu tienes que salir a tomar una cerveza a la calle principal",0
Considero que este hotel es malo pues al ser una cadena de hoteles de categoría muy alta cuesta mucho tomar el servicio de taxi ya que se toma cerca de la terminal de autobuses. Lo bueno,0
"Considero que este hotel es malo pues el piso es muy pequeño y sucio,en mi estancia me tocó ir en grupo de unas 4 personas a una pensión y que me cobraron los 2$. Me",0
"Considero que este hotel es malo pues el personal es grosero en las zonas comunes o interiores, es decir...Más
Respuesta de NCCA, General Manager de Hampton Asian",0
"Considero que este hotel es malo pues la persona encargada, la secretaria si se le veía muy preocupada por el cliente pero no hizo caso y no se le hizo caso, lo peor es que en varios procesos de",0
"Considero que este hotel es malo pues las habitaciones no vienen muy limpias, ademas las camas son muy cómodas ya que el hotel no tiene ni elevador como en los demas hoteles de el balneario. Ya que nos costó tanto escoger",0
"Considero que este hotel es malo pues fue diseñado con un mal estilo arquitectónico, se ha descuidado el piso para mejorar el diseño y la calidad (no hay iluminación en todo el hotel) pues no hay luz y la iluminación d",0
"Considero que este hotel es malo pues las habitaciones son pequeñas, y la habitación no dispone de ni un solo aseo ni un solo plato de ducha y menos de 1,1 l., para cuando no se tenga",0
"Considero que este hotel es malo pues los baños (para mi) son muy pequeños y en general no tenían ninguna privacidad
Alquilamos este hotel a una familia y cuando llegamos allí, nos encontramos con que el hotel nos había",0
"Considero que este hotel es malo pues está ubicado y se encuentra muy cerca del Parque Temático y de la Universidad de Cartagena, en una zona muy tranquila
La persona que escribió la reserva del hotel estaba ",0
"Considero que este hotel es malo pues, con sus tres estrellas y su limpieza, parece que el lugar no cuenta con buenos servicios, así que decidí tomar un taxi a la terminal y dejar en la agencia para poder viajar a la",0
"Considero que este hotel es malo pues la habitación para mi estaba sucia, mi esposa no dormía bien, había algo con el suelo húmedo además que estaban mojadas hacía frío y eran dos camas que no las tapaban con mantas y con el",0
Considero que este hotel es malo pues el único elemento de calidad es el baño. el servicio recibido fue en vano. para llegar a tu habitación debes caminar media hora en coche. El desayuno estaba bien,0
"Considero que este hotel es malo pues es un poco caro, aunque no tiene mucho que ver de la buena calidad que ofrece. Pero... ¡si es bueno! Yo solo lo usé ajustando a un vuelo económico",0
"Considero que este hotel es malo pues el servicio que ofrecen es pésimo, pero me gustó mucho su ubicación. La habitación con baño tenía aire acondicionado e instalaciones muy modernas. Muy buen servicio.
Buen viaje a Disney - Hotel",0
Considero que este hotel es malo pues no tiene el personal necesario y tampoco de una buena relación calidad-precio. Lo tuve que volver a pagar de nuevo porque no lo pusieron en sus páginas de información,0
"No me agradó este hotel por mi mal servicio de desayuno, el día antes de la llegada ya me había registrado, para llegar a las 7:00 pm ya no pude estar en el lugar donde estaban los empleados ",0
"No me agradó este hotel por ser excesivamente caro, su personal amable y el entorno me gustó por la amabilidad y un buen servicio durante toda la estadía y la situación. Este en sí es un hotel donde se disfruta la cultura alemana",0
"No me agradó este hotel por las habitaciones estrechas que están en medio de las villas y los pasillos, con mucha humedad y poco espacio para dormir. La noche anterior, mi pareja...
¿Desea reservar en línea",0
"No me agradó este hotel por ser demasiado pequeño para Águila, ya que lo más común es que esta ciudad tenga más de 700 residentes y que los huéspedes disfruten mucho más de sus cosas (como su cercanía). Las medidas",0
"No me agradó este hotel por varios motivos. Primero, no había un buen servicio, la gente era extremadamente desagradable y no nos sentimos como en casa y el restaurante no era muy limpio. Segunda, no había una buena piscina, no hay",0
"No me agradó este hotel por su ubicación, la piscina muy pequeña y la bañera de hidromasaje muy oscura, ya que el hotel tiene piscinas. El desayuno muy completo y los camareros atentos a los...
Acabamos de alojarnos",0
"No me agradó este hotel por su ubicación sobre el río. No era buena ubicación en el lugar, pero para el precio de la habitación es aceptable y el hotel fue bien vale la pena la espera. Sin embargo,",0
"No me agradó este hotel por ser el segundo más caro de Londres, pero al parecer en este lugar tan famoso hay un gran equipo de atención a clientes. La habitación estaba impecable, muy limpia, el desayuno e",0
"No me agradó este hotel por el poco personal, mal servicio, ni tampoco que a mitad de la noche había una gran cantidad de huéspedes. Los niños que allí estaban eran en su mayoría mayores. El personal d",0
"No me agradó este hotel por su ubicación ni por su gran precio, el servicio de recepción no tenía problemas para hacer reservas, y al no estar presente en la recepción nos trataron muy mal por ser la primera noche que e",0
"No me agradó este hotel por ser demasiado pequeñitos y creo que el hotel debería estar en un lugar mejor. El hotel en realidad es muy bonito, el desayuno es muy bueno y el servicio de",0
"No me agradó este hotel por el precio, esta baria el precio del hotel esta muy exagerado. La verdad que no me gusto tanto por el precio, para un hotel con habitaciones por su tamaño, el precio no esta acorde con la calidad del",0
"No me agradó este hotel por el mal uso del servicio; no cumplió con las mínimas normas de seguridad, la señora que se encontraba bajo el puesto de la habitación, nunca se disculpó por el comportamiento de los huéspedes",0
"No me agradó este hotel por la apariencia general del lugar, el diseño de la habitación era muy anticuado (no es de estilo moderno aunque...es bastante anticuado) y aleación de vidrio que parecía",0
"No me agradó este hotel por el precio excesivo y por las condiciones de la habitacion - en mi opinón malisimo - pero tiene su interés para aquellos que disfrutan del mundo, y la relación precio/calidad, es",0
"No me agradó este hotel por su ubicacion, de hecho es mi segundo hotel despues del que estuve en Japon. La calidad de la comida es buena no es un sitio para tirar dinero",0
"No me agradó este hotel por lo céntrico que es, y la falta de detalles interesantes....El hotel se encuentra ubicado en pleno centro de la ciudad, un lugar precioso, a solo 20 minutos caminando d",0
No me agradó este hotel por varios motivos ya que no tiene espacio para poner un inodoro y tampoco el baño. Me imagino que como la ducha no estaba en el centro de la habitación no había posibilidad de llegar a los,0
No me agradó este hotel por que como se nota mi mala suerte con la dirección y por que al parecer no funciona el internet de ahí que solicite una habitación en la sexta y aunque las demás no funcionaban ya busque otra que,0
"No me agradó este hotel por la ubicación de los pasillos, solo el personal es atento y siempre atento a cualquier detalle que pueda surgir. En general un hotel...Más
Respuesta de M, General Manager de",0
"No me agradó este hotel por tener una imagen deplorable del hotel de la gente de color. Tuve que esperar bastante tiempo debido a...los altos precios de los hoteles alrededor del lago. No estaba limpio, un poco",0
"No me agradó este hotel por tres razones: que tiene una ubicación poco idónea para recorrer los lugares turísticos de la ciudad, las vistas del atardecer cuando ya comienza a atardecer y el servicio que ofrecen fue pésimo porque la mayoría de empleados",0
"No me agradó este hotel por la ubicación ya que es una cuadra del centro, y a 5 minutos caminando puedes llegar a las grandes atracciones de la ciudad. El hotel tiene un buen precio y servicio, y la habitación era el",0
"No me agradó este hotel por la cantidad de turistas extranjeros que se fueron hacia España y otras partes de Europa para hacer turismo de playa, así como para visitar la ciudad de Murcia. Pero realmente no me arrepiento",0
"No me agradó este hotel por el estilo que tiene en la decoración del hotel en sí, por ser un hotel viejo que no tiene un bonito aspecto pero que es muy pintoresco por la historia del hotel. Me pareció demasiado",0
"No me agradó este hotel por la atención de las personas, me parece que las personas no tienen mucho conocimiento. Lo único que nos llamaron fueron los precios. Yo pensé en el hotel pero no tienen la oportunidad de abrir",0
"No me agradó este hotel por su mal servicio al cliente, el gerente nos pidió la reserva inmediata, el hotel no fue ofrecido y el pago de las tres habitaciones, la razón de esto es que por los mismos dueños",0
"No me agradó este hotel por su ubicación frente al mar, ya que las habitaciones estaban algo sucias en las paredes y le faltaba algo de aire y mucho menos se escucha un ruido sótanos para dormir. No obstante en",0
"No me agradó este hotel por la ubicación, pues no es lo que esperaba y el precio es demasiado elevado. La atención por parte de la recepción y todo el personal es muy amable y servicial, la habitación",0
"No me agradó este hotel por la cantidad de comodidades de servicio y la ubicación, lo único positivo es el hecho de que la habitación tenía una pequeña sala de televisión, el estacionamiento del hotel, la",0
No me agradó este hotel por las personas que la gente de al lado son super amables y de confianza y lo que mas quería en todo lo que hice fue subir e irme a buscar a mi pareja a cenar solo,0
